anchor,positive,negative
embeddings_train_data\footwear\anchor\9d2aed3d130a70e0e605d53911a589da.jpg,embeddings_train_data\footwear\positive\1ec450c8f9e163d34e951267d87a5ca1.jpg,embeddings_train_data\footwear\positive\9486d5a93347aabf1f09a1b95cf3f220.jpg
embeddings_train_data\footwear\anchor\6463a04c77f293c8bab0e0d062b599ef.jpg,embeddings_train_data\footwear\positive\d77b4ae5ce4fd8c6aca3ec9e88ccba53.jpg,embeddings_train_data\footwear\positive\ee29b7437ebd6e241046e1ac23470e7a.jpg
embeddings_train_data\footwear\anchor\c9c156800e1911f565cd014aa78a74f8.jpg,embeddings_train_data\footwear\positive\3bde9d295c377ebd56de5ae34d1f5125.jpg,embeddings_train_data\footwear\positive\8fe3d8d3e178e1410cbf495bea5e5992.jpg
embeddings_train_data\footwear\anchor\54b45f3f88806c8d760b8424670eb073.jpg,embeddings_train_data\footwear\positive\593ece3c3dc90f581965c7839e6af386.jpg,embeddings_train_data\footwear\positive\cee732be11b0d9a5af9be96dd703d3b0.jpg
embeddings_train_data\footwear\anchor\674c28d8715b3ce0aa7484f3cad81276.jpg,embeddings_train_data\footwear\positive\30b5db3bc1c9726ad4e1074cdad3ce8a.jpg,embeddings_train_data\footwear\positive\d0f15caaa83e32dd353ed5f6c25f515e.jpg
embeddings_train_data\footwear\anchor\61f56900342dfa90ac7d87a05d04ef04.jpg,embeddings_train_data\footwear\positive\ff4862e5b091d51e0353f877437e7eec.jpg,embeddings_train_data\footwear\positive\e428e380817ca0867c09cba720e36744.jpg
embeddings_train_data\footwear\anchor\54f983e9a53fc1ff633ef547eee9dd5e.jpg,embeddings_train_data\footwear\positive\5f939f3789f5195eb6003811261e65fb.jpg,embeddings_train_data\footwear\positive\3a7109d65fc17510f6c0f1105f24cb18.jpg
embeddings_train_data\footwear\anchor\4970f2cc1d37591bd9c33d503fb148f3.jpg,embeddings_train_data\footwear\positive\06d2030fd155c88d584a476f6ef90c4f.jpg,embeddings_train_data\footwear\positive\1155c7ac966608aa1b9420b466c3e46b.jpg
embeddings_train_data\footwear\anchor\873d3222bdc4260c6e3be6fc9134ec4c.jpg,embeddings_train_data\footwear\positive\b7e33e5bea1124035c4387155bffe7dd.jpg,embeddings_train_data\footwear\positive\89300106608f802bce615183778fb2e6.jpg
embeddings_train_data\footwear\anchor\1be0f8c773fc5d5fe4a420bab7a330c6.jpg,embeddings_train_data\footwear\positive\a9e0624ebbc68e461b6667d3432b0418.jpg,embeddings_train_data\footwear\positive\59d5136a506bc1979354f4a66a75c4a3.jpg
embeddings_train_data\footwear\anchor\7bddda1ba48c99d088c4d30ca3a35951.jpg,embeddings_train_data\footwear\positive\cca64ac6f66e19f42b2bb398d5692f8d.jpg,embeddings_train_data\footwear\positive\1c483930bb21cc8738fd14977b1e26c4.jpg
embeddings_train_data\footwear\anchor\36b84f45fc01e81837a30efd9233f43a.jpg,embeddings_train_data\footwear\positive\73b31da4037cfae272c5b460f90e370e.jpg,embeddings_train_data\footwear\positive\b0040682dcb86b89842054ddeecffd6e.jpg
embeddings_train_data\footwear\anchor\82d32c8461226b13952759d1bfb405b8.jpg,embeddings_train_data\footwear\positive\36d50d2ebdfe32fd3b29e5ced2f5ce03.jpg,embeddings_train_data\footwear\positive\aeee442d2b5ca39967a036a0118f0ed4.jpg
embeddings_train_data\footwear\anchor\36976117127efd720559c667b812ce1f.jpg,embeddings_train_data\footwear\positive\0e97be8dc3b1e5786ee3ca0ea4643f10.jpg,embeddings_train_data\footwear\positive\1adc72334176ecda19bb0c7cca3ca864.jpg
embeddings_train_data\footwear\anchor\ff1d6b5e5a73f00e0f96da0da086863f.jpg,embeddings_train_data\footwear\positive\0730f7e4c1921d49a695b38346dc973b.jpg,embeddings_train_data\footwear\positive\a468535e45707edcaa377f26eceaef55.jpg
embeddings_train_data\footwear\anchor\1a6b758716a3461b289ca904b237e84b.jpg,embeddings_train_data\footwear\positive\a83591fedf295c35d4b9984ba9103c47.jpg,embeddings_train_data\footwear\positive\f48c55bf2c5bcbd4b33c416e8f5b895f.jpg
embeddings_train_data\footwear\anchor\962da50dab4f958244042da0e727703c.jpg,embeddings_train_data\footwear\positive\af2107737e2f9264d3de4568d4dd2e00.jpg,embeddings_train_data\footwear\positive\84708f8c56c8a50263f856fd64c9ed79.jpg
embeddings_train_data\footwear\anchor\8e56080b99ec3eaca8d8b5388391a9c9.jpg,embeddings_train_data\footwear\positive\20df16254e83a9011ccc07419b3679bb.jpg,embeddings_train_data\footwear\positive\c9c66e2e34b09ec21bdb01fee11a7caa.jpg
embeddings_train_data\footwear\anchor\ecc23b36e317d7c3084881ea42f0a02b.jpg,embeddings_train_data\footwear\positive\29a00684841cda91f2803c61bef81b55.jpg,embeddings_train_data\footwear\positive\c36ce89bc372ad1f51f4e493e76e6940.jpg
embeddings_train_data\footwear\anchor\ae13233b0ed409149239a49798b292f4.jpg,embeddings_train_data\footwear\positive\da3721ac6f5b2433c8fe9158f3530868.jpg,embeddings_train_data\footwear\positive\38208fb4718af2eb6f9e46535437c7d5.jpg
embeddings_train_data\footwear\anchor\5da35d03ee9cab9b9d4aa909bb59ba6f.jpg,embeddings_train_data\footwear\positive\96858c31f558e21b88d96339fd59f201.jpg,embeddings_train_data\footwear\positive\0b323ddc6eba91044819ad2a51a5142a.jpg
embeddings_train_data\footwear\anchor\150e9ae599d2d24d996f9b89bdbde9b5.jpg,embeddings_train_data\footwear\positive\e936a3dc28bf7ec4e650939e1bbc65dd.jpg,embeddings_train_data\footwear\positive\f73b895ab74808c01992cd4f2e8e6750.jpg
embeddings_train_data\footwear\anchor\8c17dc2997bd7c96b398ad3ad4764e7c.jpg,embeddings_train_data\footwear\positive\e003260689fec0b12ecab3d8784a6f4a.jpg,embeddings_train_data\footwear\positive\7d55358cb91806c11178257ce212ed7d.jpg
embeddings_train_data\footwear\anchor\8421067f4b4a3a48fcd6e3a035cb8627.jpg,embeddings_train_data\footwear\positive\7c60e6ec915af36e7f8d0afc56b2845e.jpg,embeddings_train_data\footwear\positive\e520cc661b5716640d1f51718958362b.jpg
embeddings_train_data\footwear\anchor\360293ea88b4e42a935d591895f09023.jpg,embeddings_train_data\footwear\positive\58ca34146beba013d8f76f2614bfb65e.jpg,embeddings_train_data\footwear\positive\143570a62e3e131aecb4c83d355b4c55.jpg
embeddings_train_data\footwear\anchor\d8a67d2e9c4d87b40bbe74a2633cabfa.jpg,embeddings_train_data\footwear\positive\b8d8522f52c83171fd4b1a6268098eec.jpg,embeddings_train_data\footwear\positive\e79fd41db4d2351d5e29b25f6eaae9cf.jpg
embeddings_train_data\footwear\anchor\4378173dd26726928f2315d736553547.jpg,embeddings_train_data\footwear\positive\71061dbac8d11c3bc94d14a93b225e80.jpg,embeddings_train_data\footwear\positive\d2380d63b754f1b91c3fd991059ae71e.jpg
embeddings_train_data\footwear\anchor\a9992c081b35a7c594f9fc3562d35163.jpg,embeddings_train_data\footwear\positive\17c7d8ff87b42dec62abd90b12340797.jpg,embeddings_train_data\footwear\positive\678196f851552e3f62cf73efecfd41d0.jpg
embeddings_train_data\footwear\anchor\a428c5f8664d74f291495cde0ac5d500.jpg,embeddings_train_data\footwear\positive\81f662e5c2a7ec08b54ff57d7c131e9e.jpg,embeddings_train_data\footwear\positive\ef50fd20919edb3297f542553d32eed5.jpg
embeddings_train_data\footwear\anchor\69274e7ca34fa067bc77bdcb68bd67dc.jpg,embeddings_train_data\footwear\positive\945e7c6933b75d57c18444cdcc360d6b.jpg,embeddings_train_data\footwear\positive\28592f85373eb3be84587a24042a490b.jpg
embeddings_train_data\footwear\anchor\ecc23b36e317d7c3084881ea42f0a02b.jpg,embeddings_train_data\footwear\positive\3dc7de2631f6006b9afb1b5eb3cd82a4.jpg,embeddings_train_data\footwear\positive\f551da9c56ea91ea5f3bb9874a702727.jpg
embeddings_train_data\footwear\anchor\46c50c35164392964c90f28b24e668b2.jpg,embeddings_train_data\footwear\positive\924d66fa03c8ab80f359690be1e54c37.jpg,embeddings_train_data\footwear\positive\458fbbf31e3242db9191fca7fd756bb5.jpg
embeddings_train_data\footwear\anchor\ab2b9aa84930ba49253ce4b52c328ffd.jpg,embeddings_train_data\footwear\positive\cf27eea0aba5ae5f9b7d27814d1547de.jpg,embeddings_train_data\footwear\positive\731f2ba843d84e69caf736469470ef99.jpg
embeddings_train_data\footwear\anchor\a427919af50e5e867d6bb921aa758f42.jpg,embeddings_train_data\footwear\positive\691fd33e16c4e94492550df30a03b416.jpg,embeddings_train_data\footwear\positive\2eb37664970d0fe8d5042e7d9dbe8214.jpg
embeddings_train_data\footwear\anchor\28667177fbfc753f9bea56fb1a43d1e1.jpg,embeddings_train_data\footwear\positive\ce0667a66816812b4ac82eb571f0c27b.jpg,embeddings_train_data\footwear\positive\86ea37db0bfbf22af27155bb58874dbf.jpg
embeddings_train_data\footwear\anchor\879e0191299d5808b9e6a0d60be76d54.jpg,embeddings_train_data\footwear\positive\b9ecb957cc6ed7ed621183f7b96cd18c.jpg,embeddings_train_data\footwear\positive\5904d433835d5d0f49b4dc0caec33f53.jpg
embeddings_train_data\footwear\anchor\7af6ca5a57908c9b01d01e4060bad99c.jpg,embeddings_train_data\footwear\positive\d7a39435a4c491b637f65928c1369844.jpg,embeddings_train_data\footwear\positive\f53cc638519bc35b345a876c5aa4c01e.jpg
embeddings_train_data\footwear\anchor\8ff4abdb65050b59ee1811a04297c002.jpg,embeddings_train_data\footwear\positive\6512896233ebaaa5cdb757938e604af8.jpg,embeddings_train_data\footwear\positive\f730ada4263ba5ae5622f6d3f7febaea.jpg
embeddings_train_data\footwear\anchor\acd71be1a3a0aa909106a659a5296cc3.jpg,embeddings_train_data\footwear\positive\afbe6a58e3a2a4d4b56d2a91be341c66.jpg,embeddings_train_data\footwear\positive\5c0887b2d80bdbb5bb615961e8cf5a17.jpg
embeddings_train_data\footwear\anchor\8d26d786ea891d2bdc0e775d62152eb0.jpg,embeddings_train_data\footwear\positive\f9afd92ab9d7a2b38f2a015678a46183.jpg,embeddings_train_data\footwear\positive\65ee960b4743928d43258f98130c2623.jpg
embeddings_train_data\footwear\anchor\7f862a7d3b0ee6ac156f6e88d5bfdb25.jpg,embeddings_train_data\footwear\positive\0b35e4bdfed5c3ad86c490e01ed56c81.jpg,embeddings_train_data\footwear\positive\fe19496d0e9818ebb36a6aa283166a71.jpg
embeddings_train_data\footwear\anchor\d0a421cebd986f31cc00813fefb6bb14.jpg,embeddings_train_data\footwear\positive\aef9e6eb0af2c02c752abcd35dd2101c.jpg,embeddings_train_data\footwear\positive\df16896a8db4f7f69435dfd0470979a5.jpg
embeddings_train_data\footwear\anchor\dcebabd16cb28b9297ad7c0f69014ebb.jpg,embeddings_train_data\footwear\positive\c53efac5e13e0618d1588556141a02a1.jpg,embeddings_train_data\footwear\positive\6f1a28034b772e9beda80790df198b48.jpg
embeddings_train_data\footwear\anchor\0dae55126b605a6f07a9bfbaaf692713.jpg,embeddings_train_data\footwear\positive\3471e803bdb53ecf75cd16c85a20eaaf.jpg,embeddings_train_data\footwear\positive\d7270ff2901e759e30dfd850c4a0a825.jpg
embeddings_train_data\footwear\anchor\525af2556a6f88f5db34d450c3a15d34.jpg,embeddings_train_data\footwear\positive\7eb435fcdee652715770f3696604789c.jpg,embeddings_train_data\footwear\positive\af93d5e663b79825aa5b6c7b592198b4.jpg
embeddings_train_data\footwear\anchor\36976117127efd720559c667b812ce1f.jpg,embeddings_train_data\footwear\positive\5eedb385e49c40e75ca46444e6ea257a.jpg,embeddings_train_data\footwear\positive\06ba25501b2797cd72e1183560a4be11.jpg
embeddings_train_data\footwear\anchor\b5993b767a6e26bb4f97b7ebba0ce3c2.jpg,embeddings_train_data\footwear\positive\a47ed30a7102ad2137b225034d5db98a.jpg,embeddings_train_data\footwear\positive\3499afc995ceafea1e40b2c83699b8d7.jpg
embeddings_train_data\footwear\anchor\8d291c5f25d22744c8485d534e30fad2.jpg,embeddings_train_data\footwear\positive\9ab7bb0ea36e82a71ebe1006b34be9bb.jpg,embeddings_train_data\footwear\positive\94f3d1875917f92f808ad3260777d5f5.jpg
embeddings_train_data\footwear\anchor\ef11d577aaae35c332a66ddddf0a2133.jpg,embeddings_train_data\footwear\positive\15ff33054448e289ec19cd329c2a3ed2.jpg,embeddings_train_data\footwear\positive\b207ef35d423b11f9d9e82b8048c0b17.jpg
embeddings_train_data\footwear\anchor\40187072a2245bf7f388c23962cb9ee4.jpg,embeddings_train_data\footwear\positive\f35a101e5b22b0af3044e65eae7a4715.jpg,embeddings_train_data\footwear\positive\4429aab6f955dc167784ee14b9c7945e.jpg
embeddings_train_data\footwear\anchor\f1680c6862aeb3be36b4a7617b99e53c.jpg,embeddings_train_data\footwear\positive\3c9b0ddc8116f64e79681344f1da5bfb.jpg,embeddings_train_data\footwear\positive\132073cd828f9a9101e8af48fd432392.jpg
embeddings_train_data\footwear\anchor\7f862a7d3b0ee6ac156f6e88d5bfdb25.jpg,embeddings_train_data\footwear\positive\6a2866d6311c967e0e353e73738206b4.jpg,embeddings_train_data\footwear\positive\7ac800cfa2c05aaf98be40ad142e7b59.jpg
embeddings_train_data\footwear\anchor\794ba0a6c1d6e6b06919aa7ab7064bb7.jpg,embeddings_train_data\footwear\positive\a21ad0a86bbae2042362cab2dd9c9b5b.jpg,embeddings_train_data\footwear\positive\f07071fde85bfa4dc2d58ff3065e5c3f.jpg
embeddings_train_data\footwear\anchor\16604829b64314232b73ec146b954fdb.jpg,embeddings_train_data\footwear\positive\b5edeb7b0b782e6925216cdc8461afba.jpg,embeddings_train_data\footwear\positive\40bc78a06fb98ffaa71418274bbb62b1.jpg
embeddings_train_data\footwear\anchor\1dc19f6c9f2810d33089bd7bbefe4943.jpg,embeddings_train_data\footwear\positive\05bfb37bad3aea91a64d47bbe090cb41.jpg,embeddings_train_data\footwear\positive\829404ca273db79fe71d55e5c780d769.jpg
embeddings_train_data\footwear\anchor\6bfd4bc8dc614b41b6d8a4985b45d196.jpg,embeddings_train_data\footwear\positive\c873729329384f507a910b906868899d.jpg,embeddings_train_data\footwear\positive\854b1a5a7ce8276ba2d81ba3c34cf243.jpg
embeddings_train_data\footwear\anchor\ef2f680a27075e94e17a88e4964edba5.jpg,embeddings_train_data\footwear\positive\25c149221d54c405c0c0465840bc0634.jpg,embeddings_train_data\footwear\positive\e0244f4e876c1fd1ba11ec68632611d0.jpg
embeddings_train_data\footwear\anchor\7f862a7d3b0ee6ac156f6e88d5bfdb25.jpg,embeddings_train_data\footwear\positive\bf3ba226f5a732af66efd6e54f688f91.jpg,embeddings_train_data\footwear\positive\7c26f46a70213b21d9f1bf00af4b0030.jpg
embeddings_train_data\footwear\anchor\be4763124253b4e7b3884d9f94de06c7.jpg,embeddings_train_data\footwear\positive\dc2da47c3d8a736b2d5adeffb87bfe28.jpg,embeddings_train_data\footwear\positive\eba9c65f5d3901ebcb59b344a02556fc.jpg
embeddings_train_data\footwear\anchor\343222f286a99508db73828957c10671.jpg,embeddings_train_data\footwear\positive\294b91dc5777a86ed5eb2d17b1af61b0.jpg,embeddings_train_data\footwear\positive\8d11f4e0118988943d30ddf00a501eea.jpg
embeddings_train_data\footwear\anchor\1613f01b25875f813c093d718ecaf7f7.jpg,embeddings_train_data\footwear\positive\09deb9c6343b3ed043a07bd0c4fe77c4.jpg,embeddings_train_data\footwear\positive\d274de5df489c6aad202c9e2280815d5.jpg
embeddings_train_data\footwear\anchor\e6f05d4bc02d6667baab55540f658384.jpg,embeddings_train_data\footwear\positive\e6d9527ee03261f2fd6de892105d7a82.jpg,embeddings_train_data\footwear\positive\ec64ed2564493e41db7eb6968ae95479.jpg
embeddings_train_data\footwear\anchor\927ff1e2bdb91f233f3a7989c74f9b4d.jpg,embeddings_train_data\footwear\positive\f7c276e9276093161989a11db4613c0d.jpg,embeddings_train_data\footwear\positive\07759360343aa8845f5130d78afecb48.jpg
embeddings_train_data\footwear\anchor\c20e8b30762eb1d7fe8e4a40b66dc876.jpg,embeddings_train_data\footwear\positive\3318fced6b9e5d4d7955886c81fd3725.jpg,embeddings_train_data\footwear\positive\9a4a0a9aa41ff3f1ae9a1cde2704fc06.jpg
embeddings_train_data\footwear\anchor\2e8d2b032dad4d5a09b8ea643847d922.jpg,embeddings_train_data\footwear\positive\65dedc68280a4ed9aa7d566e5c2a98f9.jpg,embeddings_train_data\footwear\positive\15ddeb6e3286c2e92e695e0b57bcbbb9.jpg
embeddings_train_data\footwear\anchor\7f862a7d3b0ee6ac156f6e88d5bfdb25.jpg,embeddings_train_data\footwear\positive\09801767e877e9227d2fc1e6c3b4a076.jpg,embeddings_train_data\footwear\positive\0ffeac3e52895548a40fc9f1b7bca0e7.jpg
embeddings_train_data\footwear\anchor\de174e57ed10d8b4d825739c607418a9.jpg,embeddings_train_data\footwear\positive\53214d67cc40179e2f1024c386cddb6d.jpg,embeddings_train_data\footwear\positive\16cd3b1e1b3906f9f64fec6b51d08221.jpg
embeddings_train_data\footwear\anchor\af61062772875c8d42b314a37d6f251f.jpg,embeddings_train_data\footwear\positive\8e7ec5fb4f01498a4509c6fa6ead9967.jpg,embeddings_train_data\footwear\positive\f5ecd5d0b373bd096020a94375a67fb3.jpg
embeddings_train_data\footwear\anchor\37094f9db2ed02b79ad5964016980d94.jpg,embeddings_train_data\footwear\positive\1747d88107db36a88c7e20ef517bfd07.jpg,embeddings_train_data\footwear\positive\e8df9a9f3adab072ce1cb584ecbc9dda.jpg
embeddings_train_data\footwear\anchor\de2bc5f4344b23e96a023b3c4c3a09a5.jpg,embeddings_train_data\footwear\positive\33c0a7b81bcf130752fcc3f4f99af22f.jpg,embeddings_train_data\footwear\positive\5203a7c8b3a9e8185f4711d84b3a5809.jpg
embeddings_train_data\footwear\anchor\2768a05abb47185633da930f38bca3e8.jpg,embeddings_train_data\footwear\positive\2b12f582da3ee3b39b069d12bdf8ccd8.jpg,embeddings_train_data\footwear\positive\0af84ff0b1b76182d7b25934ea4b83c7.jpg
embeddings_train_data\footwear\anchor\c3c1c5bb77f699969247082146466e46.jpg,embeddings_train_data\footwear\positive\ba57fe986089a6b7d3d975c12e1daac2.jpg,embeddings_train_data\footwear\positive\5d9cac1ca8802ad07d5e040929c4ba02.jpg
embeddings_train_data\footwear\anchor\862f26d7bbb275822be215bafd0970bc.jpg,embeddings_train_data\footwear\positive\b2f82069dbde3855225378f32a9738b1.jpg,embeddings_train_data\footwear\positive\aaef533c2b3b866fba951b05f858ec30.jpg
embeddings_train_data\footwear\anchor\37643d62d520b0b10a0b6df0be863ff8.jpg,embeddings_train_data\footwear\positive\5bea29ef972a2df96110ed6170e0992a.jpg,embeddings_train_data\footwear\positive\f9afd92ab9d7a2b38f2a015678a46183.jpg
embeddings_train_data\footwear\anchor\656351853b542eebea4de3eb4e22f211.jpg,embeddings_train_data\footwear\positive\1ab4a29c39b1c646e020eca9adefe98f.jpg,embeddings_train_data\footwear\positive\66e97b377be41cfb995bc306d7425834.jpg
embeddings_train_data\footwear\anchor\8d1c195112db3c2cbd9bc7aa2f7610a2.jpg,embeddings_train_data\footwear\positive\84af962223c93a4f91ed506b8b415e91.jpg,embeddings_train_data\footwear\positive\1ef535eab4e44bc0a91e75d52248c3c4.jpg
embeddings_train_data\footwear\anchor\a33a9e1029534d8e5c688b4ca32f3b5b.jpg,embeddings_train_data\footwear\positive\a36531c61f6d556ba72a38a2c5b7daee.jpg,embeddings_train_data\footwear\positive\b0040682dcb86b89842054ddeecffd6e.jpg
embeddings_train_data\footwear\anchor\55e36eeb44a007845d0743f5227c3664.jpg,embeddings_train_data\footwear\positive\5fc1a8071a23eb5ea0f71dbfa9617132.jpg,embeddings_train_data\footwear\positive\1481ca8aed8a6077f4ac8ba9004e049f.jpg
embeddings_train_data\footwear\anchor\71652ea4b421f8de52a6b7b5aab16736.jpg,embeddings_train_data\footwear\positive\dbd32a75b5acd8e07de60e2521f5df85.jpg,embeddings_train_data\footwear\positive\593bb9ee151b32ea9513fd8136ec40d9.jpg
embeddings_train_data\footwear\anchor\97aed4c2aca44ecde038927e7d9843e3.jpg,embeddings_train_data\footwear\positive\984ed5f4640175bce407efc85197f38f.jpg,embeddings_train_data\footwear\positive\4f5d194567c89cc6b066906319e63dab.jpg
embeddings_train_data\footwear\anchor\0221d31a9f629e76202151f3e1ff1a40.jpg,embeddings_train_data\footwear\positive\60a76e7243e031b134e689a3c89107d6.jpg,embeddings_train_data\footwear\positive\23a4663ed880d73d1b8e9fe52f75c553.jpg
embeddings_train_data\footwear\anchor\a1d8aa8214e47eceeba5f01e65a5082e.jpg,embeddings_train_data\footwear\positive\8583d3575b21445ce6bc3512ec231523.jpg,embeddings_train_data\footwear\positive\81f662e5c2a7ec08b54ff57d7c131e9e.jpg
embeddings_train_data\footwear\anchor\5c2cc2b784d2d1cc3722348e63015409.jpg,embeddings_train_data\footwear\positive\d8158e111f2441160c20c633201e992d.jpg,embeddings_train_data\footwear\positive\3366bcfa5eb1c6a9aad5c14faac6068f.jpg
embeddings_train_data\footwear\anchor\7af6ca5a57908c9b01d01e4060bad99c.jpg,embeddings_train_data\footwear\positive\915a9f07a1f7596b6bfde25e909b4657.jpg,embeddings_train_data\footwear\positive\80b8344ca95945f81aadf11840f29216.jpg
embeddings_train_data\footwear\anchor\e7e80b3777bed82e1e5d7b69a74f0eed.jpg,embeddings_train_data\footwear\positive\6998fdef68d8f0bd68a47aaa249cea71.jpg,embeddings_train_data\footwear\positive\089d9e7bc31fc9431a9e7a9a1a0a7f5e.jpg
embeddings_train_data\footwear\anchor\1df23fbb82eebfd1ddda292858f81260.jpg,embeddings_train_data\footwear\positive\72b5202ab5aa419171d14bbdaebaaa32.jpg,embeddings_train_data\footwear\positive\82c09133ccbd2d4cafb6b3dae9033e11.jpg
embeddings_train_data\footwear\anchor\9a40716f3da42edf8e72644c1fc43e71.jpg,embeddings_train_data\footwear\positive\bc7a42f4a496e05c4e2bb200a63830bf.jpg,embeddings_train_data\footwear\positive\894119156446c91fe4168d327892c75f.jpg
embeddings_train_data\footwear\anchor\52893d5b9a14c61722412f5af2db3af3.jpg,embeddings_train_data\footwear\positive\dec2ca57fabcfceee80c573203988dae.jpg,embeddings_train_data\footwear\positive\43cc9ffb9016407a885fd0ca1be52b14.jpg
embeddings_train_data\footwear\anchor\d8531479c964d85ffac2e9e5c5e88f3e.jpg,embeddings_train_data\footwear\positive\951d913525f5ece2b958d16fa06ecf6d.jpg,embeddings_train_data\footwear\positive\508fe49efc8d72002c5f495dcadbe6ad.jpg
embeddings_train_data\footwear\anchor\851067295a22df4cddb64fd5a225895a.jpg,embeddings_train_data\footwear\positive\b7b0604e91149d5e1dc2db99a5010bd9.jpg,embeddings_train_data\footwear\positive\c14c0565acb7e38afaf002af1d2ebf3f.jpg
embeddings_train_data\footwear\anchor\6ef4812bc359fdff52af74e33d75611f.jpg,embeddings_train_data\footwear\positive\28b151588e27e73387be40b3c2e7a5d7.jpg,embeddings_train_data\footwear\positive\65ee960b4743928d43258f98130c2623.jpg
embeddings_train_data\footwear\anchor\5935c237587fd5d0cdbdd5ac54dd219b.jpg,embeddings_train_data\footwear\positive\c9c396e2342e4834f062f0a2629b6da4.jpg,embeddings_train_data\footwear\positive\5d68483116d96bd7cb0acbe6947abb4b.jpg
embeddings_train_data\footwear\anchor\4b86c0169d9d9575ddc038ec96ae8abe.jpg,embeddings_train_data\footwear\positive\5f70f30e31ff5ad852935dd5d066e3a3.jpg,embeddings_train_data\footwear\positive\0e46314e1dd3470fe0c74cf47d490e34.jpg
embeddings_train_data\footwear\anchor\8421067f4b4a3a48fcd6e3a035cb8627.jpg,embeddings_train_data\footwear\positive\a8fd8910c38d6f24928eab00c4535d41.jpg,embeddings_train_data\footwear\positive\1959ea270ec798e0a0307c9fad456e65.jpg
embeddings_train_data\footwear\anchor\518276936f6bf72a34ae84bba7527638.jpg,embeddings_train_data\footwear\positive\c14d49d758812446359e3127aa778546.jpg,embeddings_train_data\footwear\positive\0b91f1ee98f2e2e59e026bede74b3884.jpg
embeddings_train_data\footwear\anchor\bfda13b7cc63ab67ff67c47cf291b98a.jpg,embeddings_train_data\footwear\positive\e5f3fbb09716b31da43a0252f4e12c20.jpg,embeddings_train_data\footwear\positive\46dc15a07f1c74cccb9cf8693a632bd5.jpg
embeddings_train_data\footwear\anchor\b924723d70713b4aba184dbd9232d326.jpg,embeddings_train_data\footwear\positive\e152be26e75006f43e98342d076553d7.jpg,embeddings_train_data\footwear\positive\c921f670ec15e16d4f55b9c5c4a0a664.jpg
embeddings_train_data\footwear\anchor\084a7467f63a2081aa6906b9709fdb3e.jpg,embeddings_train_data\footwear\positive\f2bbe00e31f86413a56436aa9a0dc7c5.jpg,embeddings_train_data\footwear\positive\f6f106b6b3fa15a121305ede16d59548.jpg
embeddings_train_data\footwear\anchor\9b82ce7e69b30af92495fff61dbc2ddb.jpg,embeddings_train_data\footwear\positive\82948942fbd8b4d268a497e8a6ed44ed.jpg,embeddings_train_data\footwear\positive\f67109a2ba41e5a2a2026766d1bdbb41.jpg
embeddings_train_data\footwear\anchor\7deb37c25b6ded71a44171220bfb72f2.jpg,embeddings_train_data\footwear\positive\b77fd1eeb2b1adc75144892ec8b17a65.jpg,embeddings_train_data\footwear\positive\9a47b6a54c8476ad608179e1c10b6da7.jpg
embeddings_train_data\footwear\anchor\5b038d9e0fe4dc1823e5110e1fe77cc0.jpg,embeddings_train_data\footwear\positive\b5c489dd3579fa7a53c030ae965bc28c.jpg,embeddings_train_data\footwear\positive\3927a07883201a0e0cf5b6e2845318ff.jpg
embeddings_train_data\footwear\anchor\17fd9e608bf9656c5fb44d1ee094e096.jpg,embeddings_train_data\footwear\positive\e0c025e1114a8e5a502390101f8a9903.jpg,embeddings_train_data\footwear\positive\ab38417ef15aa3baaea2c947a3912adb.jpg
embeddings_train_data\footwear\anchor\2b03ce14284188c161fce8562bea1ba0.jpg,embeddings_train_data\footwear\positive\ce7c3da0b83d762db30ae508c035b6d5.jpg,embeddings_train_data\footwear\positive\5755dfbafc144b26fc5fef3d08b604ad.jpg
embeddings_train_data\footwear\anchor\ae13233b0ed409149239a49798b292f4.jpg,embeddings_train_data\footwear\positive\b00898dab174025da4ac43d7c6ee0471.jpg,embeddings_train_data\footwear\positive\22cefd3ee9e388ed2d7ea48989652b4d.jpg
embeddings_train_data\footwear\anchor\da859eed1bc481940af285c61b087878.jpg,embeddings_train_data\footwear\positive\2a6a1be11cb33c96cf049b62d0b5f3a5.jpg,embeddings_train_data\footwear\positive\6089a0a00ac1c1e72ae65107daaa0d50.jpg
embeddings_train_data\footwear\anchor\47fa476e1cf81bbba317a0489a3cef99.jpg,embeddings_train_data\footwear\positive\92a4e1754d4f431d4e45378f31f6a3d5.jpg,embeddings_train_data\footwear\positive\9b42fabbb11f153fca2825b368b10355.jpg
embeddings_train_data\footwear\anchor\b656423c548aa0253226fc3c979c03d5.jpg,embeddings_train_data\footwear\positive\fa863875ec056ce144313eeafe298d8a.jpg,embeddings_train_data\footwear\positive\acb35d4a62f65cf67cd8db426d03e433.jpg
embeddings_train_data\footwear\anchor\7f69378173eeffb0d3e519949f85680c.jpg,embeddings_train_data\footwear\positive\0409cce19965a57e91a807398f618966.jpg,embeddings_train_data\footwear\positive\3a54557ab44d86ceb3e93b3acb96f813.jpg
embeddings_train_data\footwear\anchor\d5f23d6730b6d6aa54fab9002198ce41.jpg,embeddings_train_data\footwear\positive\4cc9a6e3e3b0f89b55cd01a6b2462f19.jpg,embeddings_train_data\footwear\positive\6d4fe78fe0e47010be5140b704faae0e.jpg
