anchor,positive,negative
embeddings_train_data\bottomwear\anchor\f5fa453c791f4836e6b6bb602ab03b1c.jpg,embeddings_train_data\bottomwear\positive\2c2bc020966961e91016e1b5101cc034.jpg,embeddings_train_data\bottomwear\positive\e6bbc926d3f1c802015222a0b03d5cd4.jpg
embeddings_train_data\bottomwear\anchor\b92f67f20bc19a41dd249f5bb1de10aa.jpg,embeddings_train_data\bottomwear\positive\424ccf205cf0a9e1ee96f0e6a81e7634.jpg,embeddings_train_data\bottomwear\positive\94164e6e9a8e574ebf90f9d4da56e114.jpg
embeddings_train_data\bottomwear\anchor\2d61354160adea1c738e171123104e31.jpg,embeddings_train_data\bottomwear\positive\0d8eb29a6748906d1a2d772545b7bcd1.jpg,embeddings_train_data\bottomwear\positive\c269100c9dd039dac551b6c036281b9b.jpg
embeddings_train_data\bottomwear\anchor\cd771634b7ea00d1d8856c0ce020391e.jpg,embeddings_train_data\bottomwear\positive\d84f39ef4e282a49ff7b2ee61fc8ba4e.jpg,embeddings_train_data\bottomwear\positive\953fdf83554bad670904655ec95b772e.jpg
embeddings_train_data\bottomwear\anchor\f5fa453c791f4836e6b6bb602ab03b1c.jpg,embeddings_train_data\bottomwear\positive\5224fa60c8b7f59cfffbac5313e4cb2a.jpg,embeddings_train_data\bottomwear\positive\7de6abc9dbea545b4f6dc472fe450060.jpg
embeddings_train_data\bottomwear\anchor\e25a82ac40c16a556882fba3fd387be2.jpg,embeddings_train_data\bottomwear\positive\eca1d28689097d98d31669a405983afc.jpg,embeddings_train_data\bottomwear\positive\921f44242a96d3bfb7614dcd08ad76da.jpg
embeddings_train_data\bottomwear\anchor\b38486400401dc5389045c6666a4dbb4.jpg,embeddings_train_data\bottomwear\positive\ed65996e151a9252f6762da642c52b95.jpg,embeddings_train_data\bottomwear\positive\d653fecc5702f22d20b0919c606c173c.jpg
embeddings_train_data\bottomwear\anchor\84ac4cb4d6c3ae868e842491cb44c60d.jpg,embeddings_train_data\bottomwear\positive\e7ba60cc872730b318b06235a0429756.jpg,embeddings_train_data\bottomwear\positive\fee5703b9e8b517d098b96076fed6bee.jpg
embeddings_train_data\bottomwear\anchor\3e05d9ff76036e3dbb26017d63e28951.jpg,embeddings_train_data\bottomwear\positive\39c75725c181b20e264e3f67e10bdd2b.jpg,embeddings_train_data\bottomwear\positive\6a69d4ec0d9ab783508a2e05c0c748a8.jpg
embeddings_train_data\bottomwear\anchor\51ef7f2f997ea3eae40885ceefec69f6.jpg,embeddings_train_data\bottomwear\positive\76d424d33cffaeb7778c25ee1721b4e8.jpg,embeddings_train_data\bottomwear\positive\fa576f08f87317007ed9e8997339bb24.jpg
embeddings_train_data\bottomwear\anchor\4c7f800a6843d740e8716a7c0882646f.jpg,embeddings_train_data\bottomwear\positive\6647299bfa41054a146995132b15b8f6.jpg,embeddings_train_data\bottomwear\positive\5a3fcadda4e8948d5c94f49a0989d770.jpg
embeddings_train_data\bottomwear\anchor\56f90f4c8f586bb9996bd7bf85f7f3af.jpg,embeddings_train_data\bottomwear\positive\7d7caa3664a43a6c05f0f6045eb7b317.jpg,embeddings_train_data\bottomwear\positive\ce3192a733693ae92a6e6d794bafeea1.jpg
embeddings_train_data\bottomwear\anchor\2d76dc5a5a5f9e73975db54f043e3fd5.jpg,embeddings_train_data\bottomwear\positive\45ccedbad3c0f27738166e39e8af1e84.jpg,embeddings_train_data\bottomwear\positive\6fb4c3c94dbec2ee758b02ab56fa96dd.jpg
embeddings_train_data\bottomwear\anchor\e2028d1d79f1215834d9d4a7ccabed7c.jpg,embeddings_train_data\bottomwear\positive\a1974701b055acdc2d47a16c64636b9e.jpg,embeddings_train_data\bottomwear\positive\1e1c85451d0e52a872074b9eece3baf6.jpg
embeddings_train_data\bottomwear\anchor\0bed4a7a57c404ab8f54eed9dcebbfe3.jpg,embeddings_train_data\bottomwear\positive\b8579719513c4260a6c62f205087242f.jpg,embeddings_train_data\bottomwear\positive\ec3d144d4eaeb2ae4fbd0d92cce0883d.jpg
embeddings_train_data\bottomwear\anchor\0d6c685ca22b6db19b70dfbbc462d0ee.jpg,embeddings_train_data\bottomwear\positive\04b27aeb4b4ea844637c6ad17d4bef8e.jpg,embeddings_train_data\bottomwear\positive\06f394ad041455d21c93d16fee19b017.jpg
embeddings_train_data\bottomwear\anchor\850f14ffbb229e695e4acaaebc9b911b.jpg,embeddings_train_data\bottomwear\positive\97c0d052ffa835b3fad28759f04f306c.jpg,embeddings_train_data\bottomwear\positive\1e88a019f4a8809a3034e631fadbfcf0.jpg
embeddings_train_data\bottomwear\anchor\ce0dbf43d10eaeecae002970ed5bfc75.jpg,embeddings_train_data\bottomwear\positive\344b45eeb538cf8ad8d153a574c208f5.jpg,embeddings_train_data\bottomwear\positive\256aae23fb2b944f24270484201a4660.jpg
embeddings_train_data\bottomwear\anchor\0855e495548a97fb19a3a609b3a35992.jpg,embeddings_train_data\bottomwear\positive\90e66a4adda4af3c6953a763766942b9.jpg,embeddings_train_data\bottomwear\positive\8b50f81f0a9c173efd203f9e81800c7a.jpg
embeddings_train_data\bottomwear\anchor\f1a7f9b37c7446afb18db105792f852a.jpg,embeddings_train_data\bottomwear\positive\f4a60dd6eb639fefe561fd4e5517b55e.jpg,embeddings_train_data\bottomwear\positive\f4b61e7b24f3efc28dddbaf30535860a.jpg
embeddings_train_data\bottomwear\anchor\218d26f861de64abec89e08a3c1b7d01.jpg,embeddings_train_data\bottomwear\positive\f84543f035e8f8000166ff5cae48e882.jpg,embeddings_train_data\bottomwear\positive\2c10e5d52388a69faf129e535110e1cb.jpg
embeddings_train_data\bottomwear\anchor\efdc4b6d06589fc07bad5f0efd93ad9b.jpg,embeddings_train_data\bottomwear\positive\9f8a90edef96ed8b3d99fc1379ae3242.jpg,embeddings_train_data\bottomwear\positive\5503ee07ffb2ebb32b94eec58498b3ca.jpg
embeddings_train_data\bottomwear\anchor\d27be834b181a4b509950239c3e6a20b.jpg,embeddings_train_data\bottomwear\positive\f17c55cf49ec8bd4f568152658e4b4fa.jpg,embeddings_train_data\bottomwear\positive\7e533ea04d04a19c6bba5029f0c62752.jpg
embeddings_train_data\bottomwear\anchor\1cdb6935b89f77fa980e0dfaffbf88f0.jpg,embeddings_train_data\bottomwear\positive\939c6b21938c323dcd9b3826f312a57f.jpg,embeddings_train_data\bottomwear\positive\8827af3c7b5dce2a88f889794207f132.jpg
embeddings_train_data\bottomwear\anchor\25088dce3d29839d3e1f460d45c863e1.jpg,embeddings_train_data\bottomwear\positive\d201f814967dba10a1171a2590d62c83.jpg,embeddings_train_data\bottomwear\positive\f6b764840d6eded413884673bfbea092.jpg
embeddings_train_data\bottomwear\anchor\e7e448f483ffd18aa0dbf53a779921f1.jpg,embeddings_train_data\bottomwear\positive\d35327fd11289aaf903a83eb13a8b527.jpg,embeddings_train_data\bottomwear\positive\be170f8e8fb95f23151d9213adb58643.jpg
embeddings_train_data\bottomwear\anchor\3b895dc1a08862041cfc94de5d846d3b.jpg,embeddings_train_data\bottomwear\positive\08745fb857aef33d6f7658bcc61f2d7d.jpg,embeddings_train_data\bottomwear\positive\1f506ef3373d33c02db115e17bcdf61d.jpg
embeddings_train_data\bottomwear\anchor\c32ba4fe9f4854eca7310131c78bfaf6.jpg,embeddings_train_data\bottomwear\positive\4ed0668d935a44620a8e869fa06e4062.jpg,embeddings_train_data\bottomwear\positive\211fba9fcf3fb0f0badc91a5d8cc80f6.jpg
embeddings_train_data\bottomwear\anchor\a7810a15b9ff9ccd8961d9d15c3ae883.jpg,embeddings_train_data\bottomwear\positive\ffe7799bc7645de2197d6eae03bd5102.jpg,embeddings_train_data\bottomwear\positive\670c9e349f024e4ea3c3abf8d224f611.jpg
embeddings_train_data\bottomwear\anchor\d98c78cc8c2e64164ee7828f1fa40679.jpg,embeddings_train_data\bottomwear\positive\12ad0d4997513f626f7257d00d5a093b.jpg,embeddings_train_data\bottomwear\positive\48392adb463d09113b167efb5657c166.jpg
embeddings_train_data\bottomwear\anchor\9bf6b290c41f50443ab44a65d257aed8.jpg,embeddings_train_data\bottomwear\positive\17678374db09c89b94e8cd8f1d387f0c.jpg,embeddings_train_data\bottomwear\positive\8f4aa68e818e8da67ca799945d5d780b.jpg
embeddings_train_data\bottomwear\anchor\9bf6b290c41f50443ab44a65d257aed8.jpg,embeddings_train_data\bottomwear\positive\2fd9705e25b58b2be9e326765a4fe590.jpg,embeddings_train_data\bottomwear\positive\81575576d8ff623ede271094feedf9a5.jpg
embeddings_train_data\bottomwear\anchor\97412e16adcc2bcc324ac14033b816d5.jpg,embeddings_train_data\bottomwear\positive\4c92ad04ca8a55f669e6064c9af266f0.jpg,embeddings_train_data\bottomwear\positive\1fd00967c9051d882749404d05620d4b.jpg
embeddings_train_data\bottomwear\anchor\d7b3f8d61b41ff5a83abe75fa40254dc.jpg,embeddings_train_data\bottomwear\positive\4e724ef67d4260d54538f86289395094.jpg,embeddings_train_data\bottomwear\positive\f50184d8de135e60dbcaa918c93bf3e5.jpg
embeddings_train_data\bottomwear\anchor\4aa574e877155a9c71d20ec4c69b85f7.jpg,embeddings_train_data\bottomwear\positive\43133e83e0fbc565a10819914c1642f1.jpg,embeddings_train_data\bottomwear\positive\13060081ba40ce98621769b22eb04a51.jpg
embeddings_train_data\bottomwear\anchor\70a4ecc8681c9cc8c72d51a5cc50cf01.jpg,embeddings_train_data\bottomwear\positive\3bfa6bf0ec8b9d3b70f9747e3c08f1db.jpg,embeddings_train_data\bottomwear\positive\f4fa29e9245f6d882db3fc52982a1b2c.jpg
embeddings_train_data\bottomwear\anchor\229b70b6b34434e2d2cb66c06045b78c.jpg,embeddings_train_data\bottomwear\positive\a7e215f2eae98f825189895b8b3cdb02.jpg,embeddings_train_data\bottomwear\positive\ebb3bc4bc76b2afe1ffc7c814604afdc.jpg
embeddings_train_data\bottomwear\anchor\9f9573d400b0f8530a3128e97f16e113.jpg,embeddings_train_data\bottomwear\positive\82a76ed0783bfc632eeb5c65a525d247.jpg,embeddings_train_data\bottomwear\positive\4748afc1ee013f0f52da5c7b5e6e4749.jpg
embeddings_train_data\bottomwear\anchor\cf61a66e5230b901af594e5de2e56cbe.jpg,embeddings_train_data\bottomwear\positive\b09f339c8fc1af5ea14d3b17fd285c3d.jpg,embeddings_train_data\bottomwear\positive\4c59788cd387e423aee920854970b3b9.jpg
embeddings_train_data\bottomwear\anchor\fa97c8505762275600b8a897d096fe8f.jpg,embeddings_train_data\bottomwear\positive\7d4f297c0d6b47c5da9dda635cbdcfa4.jpg,embeddings_train_data\bottomwear\positive\7911addfc30497dd8e80e2881317a5c4.jpg
embeddings_train_data\bottomwear\anchor\2303dbc959e47f7a036ab55d6c3dbd4f.jpg,embeddings_train_data\bottomwear\positive\aee71d9540c62e1e61bccd83179e3f5d.jpg,embeddings_train_data\bottomwear\positive\033785797e9274a73563654527e8734d.jpg
embeddings_train_data\bottomwear\anchor\fafd7a52e288aace8ad30591a06116cf.jpg,embeddings_train_data\bottomwear\positive\e4cc0cb9829005c7b199b4a711cd53f3.jpg,embeddings_train_data\bottomwear\positive\c1ecfd4af7e9a8109e8a57390ccd1f5f.jpg
embeddings_train_data\bottomwear\anchor\f5fa453c791f4836e6b6bb602ab03b1c.jpg,embeddings_train_data\bottomwear\positive\d8ea6c51755c8d6b504fa9cf45fca3ef.jpg,embeddings_train_data\bottomwear\positive\a2a535c76f594e280f0dde99d6b9944d.jpg
embeddings_train_data\bottomwear\anchor\8155bfdb81aadd6aa5a949735be2e001.jpg,embeddings_train_data\bottomwear\positive\2555ed4bf0fba3c2061c06d6ded47f92.jpg,embeddings_train_data\bottomwear\positive\70b0874a7ed1b09448b3e8232757048a.jpg
embeddings_train_data\bottomwear\anchor\f4374d5883676a60b0e9f4b0989d7b8c.jpg,embeddings_train_data\bottomwear\positive\b3bff8a2fd090eac48adcc537d94e587.jpg,embeddings_train_data\bottomwear\positive\cc1b1acb0204529a1930f2be8223a1a4.jpg
embeddings_train_data\bottomwear\anchor\006e5250554568981db8d2ff203afe1d.jpg,embeddings_train_data\bottomwear\positive\ea10510814da6e4ba4d0e3daf07ee6a1.jpg,embeddings_train_data\bottomwear\positive\30e62b3b90c9816725b15e4b7691be6f.jpg
embeddings_train_data\bottomwear\anchor\9b3bbd098f9a8dd91ded804e0fd820e6.jpg,embeddings_train_data\bottomwear\positive\d279cdb71d68089a0494e8e57bd4a9be.jpg,embeddings_train_data\bottomwear\positive\1e8845b8a6973761c19116048dc509c3.jpg
embeddings_train_data\bottomwear\anchor\f5fa453c791f4836e6b6bb602ab03b1c.jpg,embeddings_train_data\bottomwear\positive\1525db5d2af4a0fffac9f5659a53805f.jpg,embeddings_train_data\bottomwear\positive\52bd4bae3d0c90725403f49b545251ea.jpg
embeddings_train_data\bottomwear\anchor\3fe3a693b6ca4976fe05ca3e5e2c16c1.jpg,embeddings_train_data\bottomwear\positive\b4e10bdaad9da9eebb8a2d3fc2a0c4f1.jpg,embeddings_train_data\bottomwear\positive\a0af7158317ec78afdd92e694079151a.jpg
embeddings_train_data\bottomwear\anchor\a21acd200822e833e0caab1ab70f7eb3.jpg,embeddings_train_data\bottomwear\positive\d00c4cac8289791394226c3fcbac5ba1.jpg,embeddings_train_data\bottomwear\positive\cb4ba51f76a0e0b707f37886c68a7937.jpg
embeddings_train_data\bottomwear\anchor\14c300d230f5b4b2b98454606a56f392.jpg,embeddings_train_data\bottomwear\positive\28b545cb6702f3ddaf0d9d67a29fe81a.jpg,embeddings_train_data\bottomwear\positive\2de6be510db4492cb7ea8b090694d44c.jpg
embeddings_train_data\bottomwear\anchor\39bb59329a5d2fb118218f95e9af0a41.jpg,embeddings_train_data\bottomwear\positive\6dc1dda10795821e828c57aa864a18e4.jpg,embeddings_train_data\bottomwear\positive\d8ffe072d565baedd1fea4f455d0c7ea.jpg
embeddings_train_data\bottomwear\anchor\b98770a5472018c8bf8a032286832a48.jpg,embeddings_train_data\bottomwear\positive\58e1ba39950b607dea4d5f2ec9e9c98a.jpg,embeddings_train_data\bottomwear\positive\1ba45e04250275d622313c21ea024983.jpg
embeddings_train_data\bottomwear\anchor\6a18f5007a771a94d71e3511829e9d8f.jpg,embeddings_train_data\bottomwear\positive\8b2bef1f3958c6d429e33cc68e3b8076.jpg,embeddings_train_data\bottomwear\positive\51a91f99cb3c218987dfce3c92ede773.jpg
embeddings_train_data\bottomwear\anchor\3f813067fa2543619d7dd65235921717.jpg,embeddings_train_data\bottomwear\positive\b07b826f6cd87c11b7e1a83be45b00e7.jpg,embeddings_train_data\bottomwear\positive\35eca6961a0d427657f8ccde869cf689.jpg
embeddings_train_data\bottomwear\anchor\12504c778997d8d604e0e581a440ed4f.jpg,embeddings_train_data\bottomwear\positive\cfcf34271fa6c69b48955b4bd35a7018.jpg,embeddings_train_data\bottomwear\positive\dc0b79e693c4c47434c3ca722c6e54cb.jpg
embeddings_train_data\bottomwear\anchor\52cbe40d580e9f618506f4e08e9190a5.jpg,embeddings_train_data\bottomwear\positive\4330a7313449e561988d4d9abe10a90c.jpg,embeddings_train_data\bottomwear\positive\552b1f5c848b1342f11138e3f586d913.jpg
embeddings_train_data\bottomwear\anchor\0b01a4151aacf0e0af720b6018e7ffbf.jpg,embeddings_train_data\bottomwear\positive\b11951dfa76a7699de0647bfeb3a55a9.jpg,embeddings_train_data\bottomwear\positive\304baa55759c47b77122d3323759abe9.jpg
embeddings_train_data\bottomwear\anchor\c2c85bc0b8708df944c977824c237803.jpg,embeddings_train_data\bottomwear\positive\7fb9eb4fc8a342364130f37ac23c00af.jpg,embeddings_train_data\bottomwear\positive\47d2830081be414b01434d862fc29486.jpg
embeddings_train_data\bottomwear\anchor\bec635e1bef9a9c754befb70d661dde2.jpg,embeddings_train_data\bottomwear\positive\3304e6fde0087645aeb5cb13a617ff69.jpg,embeddings_train_data\bottomwear\positive\1c9c360b4e937b2b5ad921918f4eab73.jpg
embeddings_train_data\bottomwear\anchor\37782912c2fe62591deb7dcccc7e9e54.jpg,embeddings_train_data\bottomwear\positive\a46e01cc1f2adfcbb596c7908eae8fc6.jpg,embeddings_train_data\bottomwear\positive\7f0c707741e01263b22e4edb65a2adb9.jpg
embeddings_train_data\bottomwear\anchor\dada6e461ed1387cd839d147cba82de7.jpg,embeddings_train_data\bottomwear\positive\82e7a26ba6059dff10f46e5470af9137.jpg,embeddings_train_data\bottomwear\positive\6d280bfecc5ea0e736ab46bc69705508.jpg
embeddings_train_data\bottomwear\anchor\bec635e1bef9a9c754befb70d661dde2.jpg,embeddings_train_data\bottomwear\positive\f32a4851de372a926f0596712686b7b6.jpg,embeddings_train_data\bottomwear\positive\71b70fdb3a9475bda35d6632cfb95cc8.jpg
embeddings_train_data\bottomwear\anchor\28fe1d71ba80fd7d0353939be7a8fc2e.jpg,embeddings_train_data\bottomwear\positive\182fe65b26dd615ed787914581ec05e5.jpg,embeddings_train_data\bottomwear\positive\fd1ab7f1af39cee21df3cce1ec4cc930.jpg
embeddings_train_data\bottomwear\anchor\f59c98d0b8d8f72c6aac01a37611f6e2.jpg,embeddings_train_data\bottomwear\positive\7dce195bad95b9c7eb3bae123465b8c8.jpg,embeddings_train_data\bottomwear\positive\e50d9c51c78feec613afb34ba844f373.jpg
embeddings_train_data\bottomwear\anchor\4ea8ce50b5687751dffb642532ce8691.jpg,embeddings_train_data\bottomwear\positive\374bbed1abde402970549708d0386b01.jpg,embeddings_train_data\bottomwear\positive\f427012c96a72b3fabc996ee4f8be84d.jpg
embeddings_train_data\bottomwear\anchor\69a852fbd0e3745950538bae9f0a11fb.jpg,embeddings_train_data\bottomwear\positive\70ddcd525be356550582d28f542da1d7.jpg,embeddings_train_data\bottomwear\positive\787ca421f8a9bd893934c1a007aab943.jpg
embeddings_train_data\bottomwear\anchor\4657d8255b898312bcd748101e442604.jpg,embeddings_train_data\bottomwear\positive\b47a38d80708d6ca6a746b836d6b8172.jpg,embeddings_train_data\bottomwear\positive\d7f79d1ae1eb4c0e9db7764eabf6516b.jpg
embeddings_train_data\bottomwear\anchor\1cdb6935b89f77fa980e0dfaffbf88f0.jpg,embeddings_train_data\bottomwear\positive\693a3ec2b87f990fc3b782fc70baa541.jpg,embeddings_train_data\bottomwear\positive\75fa3e437a0efa9f8194804c43d45e32.jpg
embeddings_train_data\bottomwear\anchor\ef031172c4223305b882691a9a09859c.jpg,embeddings_train_data\bottomwear\positive\ed76ce77564b81029c15a61dc98114bf.jpg,embeddings_train_data\bottomwear\positive\6cf4be724c35593ecd5abc42384ae8e0.jpg
embeddings_train_data\bottomwear\anchor\bc51efbce15b84fb4c49520254b8056c.jpg,embeddings_train_data\bottomwear\positive\a3439dfb7d9ba7955ef5b46aab53e97f.jpg,embeddings_train_data\bottomwear\positive\e7a965c822c43fd7920160bb59db848b.jpg
embeddings_train_data\bottomwear\anchor\b87c0de62599de86e06f3c1580fda708.jpg,embeddings_train_data\bottomwear\positive\9d0762e9e75f871eae907449b0a577a7.jpg,embeddings_train_data\bottomwear\positive\917b41a3e843beb86306075d42bdf70e.jpg
embeddings_train_data\bottomwear\anchor\2e2fa25dd574f91488043924e3bd3bec.jpg,embeddings_train_data\bottomwear\positive\3ccad32efb5fd7ff5ad76f6cd40acf6c.jpg,embeddings_train_data\bottomwear\positive\52feafcbbb555a38bb15c922dc577dd4.jpg
embeddings_train_data\bottomwear\anchor\d112ba525530560def343e0b5029852b.jpg,embeddings_train_data\bottomwear\positive\7fb62e71cfe3b9c7a8641dae9027afd9.jpg,embeddings_train_data\bottomwear\positive\e88c9cd7c2f18caf3a21bc1fe9d47509.jpg
embeddings_train_data\bottomwear\anchor\27a1e299b3cd0194d0bc4b60df717821.jpg,embeddings_train_data\bottomwear\positive\a0af7158317ec78afdd92e694079151a.jpg,embeddings_train_data\bottomwear\positive\fb654cbecf6422f0161f78ac4cb5e2e2.jpg
embeddings_train_data\bottomwear\anchor\82b3b65eccce925c4cf6b980de13284f.jpg,embeddings_train_data\bottomwear\positive\2a7da2be42e3899f0b25c1fd4365b18d.jpg,embeddings_train_data\bottomwear\positive\2c7a90a6c626315b8fa0713701f2e0d6.jpg
embeddings_train_data\bottomwear\anchor\aa45076cc603666d95491afee2087685.jpg,embeddings_train_data\bottomwear\positive\bad50967229e49e3360f650cdad42c5e.jpg,embeddings_train_data\bottomwear\positive\cf93267e9d38ad29dc59245c1dd2a434.jpg
embeddings_train_data\bottomwear\anchor\8a122963e41ef7b725c3ab7924435c0e.jpg,embeddings_train_data\bottomwear\positive\dd56df70eb90f6a54a2ee6ddfde97b0b.jpg,embeddings_train_data\bottomwear\positive\c6f7c45be80328770b13d48351c48825.jpg
embeddings_train_data\bottomwear\anchor\661a1f03b8783f6244d6bffa5f2944a1.jpg,embeddings_train_data\bottomwear\positive\e79fd41db4d2351d5e29b25f6eaae9cf.jpg,embeddings_train_data\bottomwear\positive\181a1ea01f87e570bef9e82d8bd5a332.jpg
embeddings_train_data\bottomwear\anchor\0679b1ad95e1402cd4537276284998d4.jpg,embeddings_train_data\bottomwear\positive\4b0ca0cc69261a5c5b2a840cca7b926a.jpg,embeddings_train_data\bottomwear\positive\ee9b0c7c49c50be337e6e2eb5daa667d.jpg
embeddings_train_data\bottomwear\anchor\4bdb089d4441fe0a5b05c4d1293e8734.jpg,embeddings_train_data\bottomwear\positive\7d4f297c0d6b47c5da9dda635cbdcfa4.jpg,embeddings_train_data\bottomwear\positive\d5df9506ee612417f4dccc315d4f3185.jpg
embeddings_train_data\bottomwear\anchor\988e4f2a3f558b02686473a541ef21d5.jpg,embeddings_train_data\bottomwear\positive\a0af7158317ec78afdd92e694079151a.jpg,embeddings_train_data\bottomwear\positive\90e66a4adda4af3c6953a763766942b9.jpg
embeddings_train_data\bottomwear\anchor\a52e4ef9f20850fdca554e8f671604bd.jpg,embeddings_train_data\bottomwear\positive\e9722adce31ee5bef016131239c4ca27.jpg,embeddings_train_data\bottomwear\positive\7631f47d9ae504982d1ebe8e613dadd5.jpg
embeddings_train_data\bottomwear\anchor\fd141e7430a40ef024e1204f832d11c0.jpg,embeddings_train_data\bottomwear\positive\ebaff6e66b7523f68dac26bcb0eb55c6.jpg,embeddings_train_data\bottomwear\positive\5f70d67e7695e74173ef77740849b1d7.jpg
embeddings_train_data\bottomwear\anchor\9493d083180f112645e68213f03d1e11.jpg,embeddings_train_data\bottomwear\positive\de244669dab5bf8e71933297de4aa3fc.jpg,embeddings_train_data\bottomwear\positive\04cc3e0f754a3b2302b1dcf64931c9d6.jpg
embeddings_train_data\bottomwear\anchor\8b8601541631da714b105a79cc9104e8.jpg,embeddings_train_data\bottomwear\positive\aff7158a0d584a03f3248e7ec31098de.jpg,embeddings_train_data\bottomwear\positive\18354b0ea55e3369cd9c07ee34f89625.jpg
embeddings_train_data\bottomwear\anchor\0d8e82fad4d9c91b5f38e0971cda44e8.jpg,embeddings_train_data\bottomwear\positive\74fcc6c53f1407fe4cf0abed3fca2101.jpg,embeddings_train_data\bottomwear\positive\a700e4e6f59eeff62af5c85d8c3c9918.jpg
embeddings_train_data\bottomwear\anchor\762acae8cf93e400d7a5afd1dc73d10f.jpg,embeddings_train_data\bottomwear\positive\d5096c1378089b8c94c5e4f75115c1bc.jpg,embeddings_train_data\bottomwear\positive\d9ab104d42d1898111c524187ad11edd.jpg
embeddings_train_data\bottomwear\anchor\377101d0827a12931b3655d0ce7d4800.jpg,embeddings_train_data\bottomwear\positive\b11951dfa76a7699de0647bfeb3a55a9.jpg,embeddings_train_data\bottomwear\positive\778f92c8021b8a09d52f4c30c7c41246.jpg
embeddings_train_data\bottomwear\anchor\7c6dec86f198272b87bab0ecb397d0e9.jpg,embeddings_train_data\bottomwear\positive\b57fb75541badfbf37d10a1a232bf9cc.jpg,embeddings_train_data\bottomwear\positive\3812fe382b8e21bd7433181521f86631.jpg
embeddings_train_data\bottomwear\anchor\b9cf46ad980ea595e9635551dd464b9a.jpg,embeddings_train_data\bottomwear\positive\4224ea32118d51499e651ed541b39322.jpg,embeddings_train_data\bottomwear\positive\5319b8ca4a3b1bd0dfcf272ba7f1aeff.jpg
embeddings_train_data\bottomwear\anchor\a9fb849d77acdd47dbe6dacbc7e47168.jpg,embeddings_train_data\bottomwear\positive\37f72c065a318c97326f8b2c23a5f27f.jpg,embeddings_train_data\bottomwear\positive\0ee048d3ed4d3447081113678c53ca5c.jpg
embeddings_train_data\bottomwear\anchor\d77f9fa3d4a3994fa5fdf3017cccbc34.jpg,embeddings_train_data\bottomwear\positive\c3dddd8dcdb7188ca8bfa8d47945b354.jpg,embeddings_train_data\bottomwear\positive\540d328a5bcd3d7416621bc2c574f3a5.jpg
embeddings_train_data\bottomwear\anchor\f5fa453c791f4836e6b6bb602ab03b1c.jpg,embeddings_train_data\bottomwear\positive\5e625037b00a52825bee35ceb8901361.jpg,embeddings_train_data\bottomwear\positive\31758eef2ca0765e7ffd43dcac94e06f.jpg
embeddings_train_data\bottomwear\anchor\5998cae639b24b04aee23ff13a3a6ebd.jpg,embeddings_train_data\bottomwear\positive\c589740e0ce8e830878a03e8b68af84a.jpg,embeddings_train_data\bottomwear\positive\06b79feae788dfdea4af20924c12da3f.jpg
embeddings_train_data\bottomwear\anchor\02d75b90bfc5202b2a355401fe7e0e77.jpg,embeddings_train_data\bottomwear\positive\a903e5ba4c82a8b2986c36690966ae48.jpg,embeddings_train_data\bottomwear\positive\f5cea3f6fd6c0658e3c11c637f55ca24.jpg
embeddings_train_data\bottomwear\anchor\3da33364bf12133ea9e01348565f5bc0.jpg,embeddings_train_data\bottomwear\positive\535c878bd80dc4ef350fcdcd8e37fd55.jpg,embeddings_train_data\bottomwear\positive\5e2ba328dc9c3976168879145c0d85ff.jpg
embeddings_train_data\bottomwear\anchor\a66dba93745b702e2abdecde852bf613.jpg,embeddings_train_data\bottomwear\positive\d2b81de7e047f8045a443f18f0833291.jpg,embeddings_train_data\bottomwear\positive\056024b096f8804ca7c2df1de0dd0517.jpg
embeddings_train_data\bottomwear\anchor\1664d8788880acd2ce6e285de8bcb66b.jpg,embeddings_train_data\bottomwear\positive\f1bc91a42833e0d27ad807767d7607bc.jpg,embeddings_train_data\bottomwear\positive\58d79885b50cfe8b13aceab35bd28065.jpg
embeddings_train_data\bottomwear\anchor\581d6d23f03b83e7254af7f76e509c44.jpg,embeddings_train_data\bottomwear\positive\75ee2ee7892526b186faabc5329cfdc1.jpg,embeddings_train_data\bottomwear\positive\34d4542802c36926f716ba83b8115db5.jpg
embeddings_train_data\bottomwear\anchor\972b8a24ceeb2f86909e14f8cc3b8a44.jpg,embeddings_train_data\bottomwear\positive\35b8e9ae3d407ddf5ec0b00a41b73816.jpg,embeddings_train_data\bottomwear\positive\cdc63979e0a5a1cc8a71687a1867107d.jpg
embeddings_train_data\bottomwear\anchor\4edb22500e4e149564231f1cb70cb7c5.jpg,embeddings_train_data\bottomwear\positive\1b4704204f72868d0145410be6ed90d3.jpg,embeddings_train_data\bottomwear\positive\148abfab856b98d69c3102899be1dad1.jpg
embeddings_train_data\bottomwear\anchor\760f017ecb73f9aac3b1507028920a7a.jpg,embeddings_train_data\bottomwear\positive\10fa54a5953944f0320f1b692f43a466.jpg,embeddings_train_data\bottomwear\positive\85a74668cb759037062f0a89d33b3480.jpg
embeddings_train_data\bottomwear\anchor\d34a568e1b8275cfa2ff23143f241871.jpg,embeddings_train_data\bottomwear\positive\a9fcb88c1458a1ef9a07f4c01c8d61c5.jpg,embeddings_train_data\bottomwear\positive\f5ecd5d0b373bd096020a94375a67fb3.jpg
