anchor,positive,negative
embeddings_train_data\topwear\anchor\bccc45a969679a2b4d88421d54194d5a.jpg,embeddings_train_data\topwear\positive\fb9a278e73e561338e64d0e6a2bee07d.jpg,embeddings_train_data\topwear\positive\cea0715ede672df67ec1e17d57f9169e.jpg
embeddings_train_data\topwear\anchor\af9f8e31fd971ea5de60dd1b65bda807.jpg,embeddings_train_data\topwear\positive\ed5b3b45b96001ca08742bfbc8d0b984.jpg,embeddings_train_data\topwear\positive\7d55358cb91806c11178257ce212ed7d.jpg
embeddings_train_data\topwear\anchor\436dc78182fd8cab48f9e73bf3e86536.jpg,embeddings_train_data\topwear\positive\f1779d6fdb569bb2686dabe79780699a.jpg,embeddings_train_data\topwear\positive\01dcab1acd42ba0be72384e7bfa76773.jpg
embeddings_train_data\topwear\anchor\1c1441159e9a136684d3ca60c44b6bf8.jpg,embeddings_train_data\topwear\positive\df99ae5433cc75fca4a8b2a30f0df77b.jpg,embeddings_train_data\topwear\positive\b0361844a8e6dacd303b100f3bc1bd6b.jpg
embeddings_train_data\topwear\anchor\b812914d16520c66fa3cb24218af9c28.jpg,embeddings_train_data\topwear\positive\3de1efa5c6fd2715a89d17a0c51c388a.jpg,embeddings_train_data\topwear\positive\6588ae73512a96af68ae02aa61e73d9d.jpg
embeddings_train_data\topwear\anchor\7b97aa97dfba3e2afcfeefc81337bd49.jpg,embeddings_train_data\topwear\positive\b87659c1a5ae5d3388e9162fe7cf7526.jpg,embeddings_train_data\topwear\positive\9ef93e8002ab3677779470830d74867b.jpg
embeddings_train_data\topwear\anchor\e2bd285d563b346925b8998e431cc05d.jpg,embeddings_train_data\topwear\positive\27252c2f76575fe2b6782dc820707acd.jpg,embeddings_train_data\topwear\positive\c618ba44c9bbc96b2bed3251a4edf51c.jpg
embeddings_train_data\topwear\anchor\d12ba890e9cf5fc95de09f228feed6c6.jpg,embeddings_train_data\topwear\positive\7e604c6bd195c4549336edc61454a2b6.jpg,embeddings_train_data\topwear\positive\703a3970ff5837090206c8bc4d7f1f39.jpg
embeddings_train_data\topwear\anchor\31522d24e48be1457fde40df78a9f2ba.jpg,embeddings_train_data\topwear\positive\f1402b1f6551fdd82888652c129a6f65.jpg,embeddings_train_data\topwear\positive\8187b2ead39966db5063439fa1e7be1d.jpg
embeddings_train_data\topwear\anchor\e1d409007de86907a8bc5c07b4e4ad2b.jpg,embeddings_train_data\topwear\positive\c13324b575cd7cf4576903b23aac3e16.jpg,embeddings_train_data\topwear\positive\7e604c6bd195c4549336edc61454a2b6.jpg
embeddings_train_data\topwear\anchor\5277d2fa8b0c5a59b8a4889bf1607494.jpg,embeddings_train_data\topwear\positive\abf973c3d495195cb440704e285d34a8.jpg,embeddings_train_data\topwear\positive\aafecca8b8acf79177b0363f214ae4ee.jpg
embeddings_train_data\topwear\anchor\5975ced02a4210e2f6fc7e2d0fa14b21.jpg,embeddings_train_data\topwear\positive\497b997909e7f6d64ec31ebe9805ac3d.jpg,embeddings_train_data\topwear\positive\c8b1e36e8a29a5d3b009d18930241bc0.jpg
embeddings_train_data\topwear\anchor\e04b3181e3edbf313a30be7a532c72d8.jpg,embeddings_train_data\topwear\positive\f2f438638a1f56a9a63a76a32802142a.jpg,embeddings_train_data\topwear\positive\50b03c6c5afc223582929ecdc800c15d.jpg
embeddings_train_data\topwear\anchor\0cf4038fcb00da801e0e0a5d3e997fb9.jpg,embeddings_train_data\topwear\positive\915f9a18cbc16c471d634ed55d2402a5.jpg,embeddings_train_data\topwear\positive\ff9a0eafe1d85b6b79ddd9fc138fc6c1.jpg
embeddings_train_data\topwear\anchor\2f11ce5a02f73819de19a08a13afc762.jpg,embeddings_train_data\topwear\positive\e1ee010ee8d420bbc1bf4d53a345ca5b.jpg,embeddings_train_data\topwear\positive\fcfac084901f9c9121d10f5649f39503.jpg
embeddings_train_data\topwear\anchor\6ddd33893e621ccb7f7244b9c2a73e6f.jpg,embeddings_train_data\topwear\positive\af0b45562f12c0272dba68c52301e5f8.jpg,embeddings_train_data\topwear\positive\a0ca93b4bc3c11a8666002a69a46b920.jpg
embeddings_train_data\topwear\anchor\4e42835dae33f7db875223caa13847c9.jpg,embeddings_train_data\topwear\positive\9494600fbe06af9730e47df353f9fef6.jpg,embeddings_train_data\topwear\positive\27e0f6e19acfcec123ceef16fcb34c9e.jpg
embeddings_train_data\topwear\anchor\83ff852de4c6c8dac0e50bb761ca0330.jpg,embeddings_train_data\topwear\positive\45ccedbad3c0f27738166e39e8af1e84.jpg,embeddings_train_data\topwear\positive\399cc8adc405862db68c0c12905c889a.jpg
embeddings_train_data\topwear\anchor\761f3b677ebad73740d4239a24b62e2a.jpg,embeddings_train_data\topwear\positive\0aa0fc8f7a906aef0d2ba4759da337a9.jpg,embeddings_train_data\topwear\positive\c01b3b75b335ee7a9b503c70116d6f45.jpg
embeddings_train_data\topwear\anchor\4f55cc5586d1ae1c228bda3e2a14fdfa.jpg,embeddings_train_data\topwear\positive\877dface80bcb1edcd0a30bf903d25cc.jpg,embeddings_train_data\topwear\positive\c688a83b014769f600ac8ebd28229ef1.jpg
embeddings_train_data\topwear\anchor\459b328a53f5539d9837770a19068a30.jpg,embeddings_train_data\topwear\positive\a0ca41a613eaba2bc389983ec2104b09.jpg,embeddings_train_data\topwear\positive\bd9a306b50fd84e78f570355feb299eb.jpg
embeddings_train_data\topwear\anchor\8665ec9c67241fa1a5bb023062b4cea2.jpg,embeddings_train_data\topwear\positive\9e841416d94eb6c011ac17bd1f452801.jpg,embeddings_train_data\topwear\positive\5f4f3bec151b1c6c0c00f3122bdfc8f1.jpg
embeddings_train_data\topwear\anchor\66b1adb43b4109b5b1ced9ae60414af0.jpg,embeddings_train_data\topwear\positive\aea40ee20cfeb40fffd301b63ac36ea8.jpg,embeddings_train_data\topwear\positive\2639b1c68397d7e7feed8cb801f48b82.jpg
embeddings_train_data\topwear\anchor\ff605740bd0c1085f7616f22edd05802.jpg,embeddings_train_data\topwear\positive\81e16693792a133d608c8883ef7df451.jpg,embeddings_train_data\topwear\positive\31c743561d51d1b803367c04676eb3ec.jpg
embeddings_train_data\topwear\anchor\35acf72845c9d119e9d2b0749672e20d.jpg,embeddings_train_data\topwear\positive\2b84f5b410e8c76fcb392b3cab709679.jpg,embeddings_train_data\topwear\positive\e0ff6afc8e89ff269ae43e2e3594b4c5.jpg
embeddings_train_data\topwear\anchor\90ca8242e600280e222e3602fde1ef65.jpg,embeddings_train_data\topwear\positive\c0c960599a7fea0116c4286066e9a4e6.jpg,embeddings_train_data\topwear\positive\2000b65b99c0b0c0f9d82305971602a3.jpg
embeddings_train_data\topwear\anchor\19fa31d910881ae7e3498b5c4fd6189b.jpg,embeddings_train_data\topwear\positive\839e0d1f481e6cf9d107e2c87e06c876.jpg,embeddings_train_data\topwear\positive\7ad4f491126eb00384182a1bfa896fb2.jpg
embeddings_train_data\topwear\anchor\b847e1c783f4c280d0fd5ca97135e95b.jpg,embeddings_train_data\topwear\positive\cb0e53aacc6b36fb57e5bbae92f7bbc5.jpg,embeddings_train_data\topwear\positive\bacdb204a555bdc8dbf98b19adb4ad80.jpg
embeddings_train_data\topwear\anchor\ea346b3ea0a1e3b2ad82c17a2996ab25.jpg,embeddings_train_data\topwear\positive\b66e80c9ac2b7fbd31716bcc83d9161d.jpg,embeddings_train_data\topwear\positive\332d353a2f5f81d136d0a6dc8ad727aa.jpg
embeddings_train_data\topwear\anchor\303176243ad5ea51f524cf46a1f25311.jpg,embeddings_train_data\topwear\positive\42b658b7084af006bde64ea7cb312e72.jpg,embeddings_train_data\topwear\positive\490f2616dbf014c9f1866c3c8b380613.jpg
embeddings_train_data\topwear\anchor\74dedf67b7ea4d5559223629b912ad13.jpg,embeddings_train_data\topwear\positive\5e8a091c1af5bc8626ffd34dc47bb611.jpg,embeddings_train_data\topwear\positive\663231f80a851923ce9fb9683d9d0889.jpg
embeddings_train_data\topwear\anchor\fb9c17006622bf7ac0dadde22f6991a5.jpg,embeddings_train_data\topwear\positive\fdc239c7f515db641bee22cf16becad8.jpg,embeddings_train_data\topwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg
embeddings_train_data\topwear\anchor\a6e597501db9d3f3b0a57b01d507ba70.jpg,embeddings_train_data\topwear\positive\0c6b8f29058ece44f527223d8f97c3cd.jpg,embeddings_train_data\topwear\positive\9595057936b26762013a080c20fbcb99.jpg
embeddings_train_data\topwear\anchor\4c192ec20fb26386d462a171ee374bab.jpg,embeddings_train_data\topwear\positive\82ac5a9a46e98509106bfe30846a2df5.jpg,embeddings_train_data\topwear\positive\c362520a5ce27f14587667da97fd3994.jpg
embeddings_train_data\topwear\anchor\cb857a81cc9624cdfeb73341374bca86.jpg,embeddings_train_data\topwear\positive\bba133f168d0664c0dda025caae9dd64.jpg,embeddings_train_data\topwear\positive\2ad88155a3f13e215dd9dbc81a8d6378.jpg
embeddings_train_data\topwear\anchor\d55eb59740394bd98915bbfdb02b4cc1.jpg,embeddings_train_data\topwear\positive\bce14f7af963a6db647116d5fc3baa58.jpg,embeddings_train_data\topwear\positive\1ffe158c95721757a00838c75ba0f04e.jpg
embeddings_train_data\topwear\anchor\1b9fa5485d530aaa4cab9f03685b5d4a.jpg,embeddings_train_data\topwear\positive\4b158579622e844f828bef7a46c2f24d.jpg,embeddings_train_data\topwear\positive\f5d638a86a801444094f3a85205bc78e.jpg
embeddings_train_data\topwear\anchor\b902e63993907a6da67070e66ccec018.jpg,embeddings_train_data\topwear\positive\cb44bac91836c608be75c237a3e5d089.jpg,embeddings_train_data\topwear\positive\667374e5a3baee4f38aa15fc8dde3af5.jpg
embeddings_train_data\topwear\anchor\e251be60024247981999ba5a38b53894.jpg,embeddings_train_data\topwear\positive\4ac1fead27cb8ccee40aa48699bd927e.jpg,embeddings_train_data\topwear\positive\97772bdd4706361afe3b8d36e09e693a.jpg
embeddings_train_data\topwear\anchor\f1d247304cbb5562121ef8d2c7565951.jpg,embeddings_train_data\topwear\positive\08007e5b1da4da0ea10169faf922afda.jpg,embeddings_train_data\topwear\positive\208ead5e496c8a0bdfea4255907a8c03.jpg
embeddings_train_data\topwear\anchor\7074c431d691add6058b7bb11c404015.jpg,embeddings_train_data\topwear\positive\4dd733f24b8f2166b62aebe9a0c33563.jpg,embeddings_train_data\topwear\positive\f57ab440bb1bbb9b5ca64afe45a8a3d9.jpg
embeddings_train_data\topwear\anchor\60ce4c00913042938450a7e1e68ec4b8.jpg,embeddings_train_data\topwear\positive\8f528d51052662ec01e1dfb7ed49449c.jpg,embeddings_train_data\topwear\positive\95a2caf273ee2399f208db7ce830ae8c.jpg
embeddings_train_data\topwear\anchor\c4c2b5470666d6996afd9e3f13c13090.jpg,embeddings_train_data\topwear\positive\5a7474f595804a1d8cfdb7176eb01496.jpg,embeddings_train_data\topwear\positive\8b7d534254279547c8ea50af4c11c955.jpg
embeddings_train_data\topwear\anchor\5c97ddfd82c502ad6e5a147393106532.jpg,embeddings_train_data\topwear\positive\65a9294c86afffacbc7654db964e4686.jpg,embeddings_train_data\topwear\positive\40e5fb6db350b4b720d6e30c39c224d7.jpg
embeddings_train_data\topwear\anchor\ee5c9b5936975e6a7b21b472a16e9d3b.jpg,embeddings_train_data\topwear\positive\e47107397b494e8a01a70671cf3e9131.jpg,embeddings_train_data\topwear\positive\58cb6896821052052c850cdd72520f10.jpg
embeddings_train_data\topwear\anchor\938d9284fc73b488ac40931aa95b8173.jpg,embeddings_train_data\topwear\positive\4f135556e323b5dda7601e698abd95dd.jpg,embeddings_train_data\topwear\positive\a1242f1118d0e0e57b432b5eef45ff95.jpg
embeddings_train_data\topwear\anchor\386bf7a2458ab8963c221712b70058ad.jpg,embeddings_train_data\topwear\positive\824aa71a437a6e31a7f753ae7f321502.jpg,embeddings_train_data\topwear\positive\e827e327864b52cc93b7fc1c516dd7f1.jpg
embeddings_train_data\topwear\anchor\af2a3ca0783d151f2e87b0017452df72.jpg,embeddings_train_data\topwear\positive\4f7a5f9762746a8aa65054e7679181ad.jpg,embeddings_train_data\topwear\positive\c5b896b512492e6160b25aa42a65a5f5.jpg
embeddings_train_data\topwear\anchor\a7afe1ad0b60ea4f324dfb2b918f1efe.jpg,embeddings_train_data\topwear\positive\c42ce0e9d23e60afbe325eda709d2b13.jpg,embeddings_train_data\topwear\positive\18b909cd4aa4cf8dcdf2c5315fa0244d.jpg
embeddings_train_data\topwear\anchor\e13f35e76d1b64ffae42e8701bb33b6a.jpg,embeddings_train_data\topwear\positive\39a4ddab733c06ffb554af2f2b9601bc.jpg,embeddings_train_data\topwear\positive\b46ba3b59e0f2f7835eb712163efd86f.jpg
embeddings_train_data\topwear\anchor\efbce0df8219abb58993f36b1c768f64.jpg,embeddings_train_data\topwear\positive\473abde20dacefb6514ab0a69dcdcc38.jpg,embeddings_train_data\topwear\positive\8a37fa313c95137b847357a55a7cc3ef.jpg
embeddings_train_data\topwear\anchor\f534e69d06706daa135b8acb51d0dbf3.jpg,embeddings_train_data\topwear\positive\7cfb58ec6194bbde724ca108e6628ac7.jpg,embeddings_train_data\topwear\positive\7c519bb99494846a2a1aaad45339f6d2.jpg
embeddings_train_data\topwear\anchor\d4f53cdc1db52e1fbfc3822be1e3c9e4.jpg,embeddings_train_data\topwear\positive\3252ad7593fd1096ca768ea856ad0c1e.jpg,embeddings_train_data\topwear\positive\b79a6afe546562177e3f40e8e6602fd9.jpg
embeddings_train_data\topwear\anchor\dba33020c616d7e9157944f00d720a89.jpg,embeddings_train_data\topwear\positive\ba64ae7916dd287eb2b0473e87776de0.jpg,embeddings_train_data\topwear\positive\0aba9fb610db58dc142745fe27a64642.jpg
embeddings_train_data\topwear\anchor\e311b4f07759f770b31701f7edbfa209.jpg,embeddings_train_data\topwear\positive\c72b7d19d239cc39f4f1b82fbfd0e88f.jpg,embeddings_train_data\topwear\positive\91981e7b38066aad43028e05beb30b2e.jpg
embeddings_train_data\topwear\anchor\016fceaf1641734482f9d5cb783c1210.jpg,embeddings_train_data\topwear\positive\72dbda4915877cf4a793406a9c94affa.jpg,embeddings_train_data\topwear\positive\2d51ba2e51177d48d0532e1bbf302ad5.jpg
embeddings_train_data\topwear\anchor\8c9342e5ccd72353dd607d80cb78e63f.jpg,embeddings_train_data\topwear\positive\e5bc5ca3e211adfd87ec314d597d6db4.jpg,embeddings_train_data\topwear\positive\1fdfd1aab2199e67b27e737bafa02b97.jpg
embeddings_train_data\topwear\anchor\70585f42a8a3416176b6fd6b5ad43925.jpg,embeddings_train_data\topwear\positive\e4dea196103a5f19fcbf6928b1df119b.jpg,embeddings_train_data\topwear\positive\1bc9e7844886248a56e42112af5af5af.jpg
embeddings_train_data\topwear\anchor\aea14269de25e0b3e2bfb190943f7ce8.jpg,embeddings_train_data\topwear\positive\018d64f1fd661ee1f2cba7202d051b4d.jpg,embeddings_train_data\topwear\positive\66ce14cb9e9bd4a335ab2b841da17170.jpg
embeddings_train_data\topwear\anchor\a9fc8a3cf28ddb557ec930af8da84ae8.jpg,embeddings_train_data\topwear\positive\b00d1fc30fb4e29b72c2cfe78c413bb6.jpg,embeddings_train_data\topwear\positive\1784db5ef103ff0cb66a467f6fbc9547.jpg
embeddings_train_data\topwear\anchor\85d024348f962c8958b85f9855fc9bec.jpg,embeddings_train_data\topwear\positive\3992621f8545426b623535726559a613.jpg,embeddings_train_data\topwear\positive\c38b3b995b7179af194d83cb77b0ed6b.jpg
embeddings_train_data\topwear\anchor\5a4a0b3f52b0b43492f16b6ec3e5975f.jpg,embeddings_train_data\topwear\positive\434e94099fa73624f34ed6e6b1a4f2ea.jpg,embeddings_train_data\topwear\positive\e92ef67281b5af1ce238c34dd199e974.jpg
embeddings_train_data\topwear\anchor\1572775e5e6f526c9dc52b3f61a48c3c.jpg,embeddings_train_data\topwear\positive\5ac910aad14f87d3758ffb700da2d328.jpg,embeddings_train_data\topwear\positive\3bb39713b76238a0def16be137852f5f.jpg
embeddings_train_data\topwear\anchor\01e2a7bd19f1bab21983a3a55e2a9960.jpg,embeddings_train_data\topwear\positive\387f396fbf4830ea8c913a031c3baf54.jpg,embeddings_train_data\topwear\positive\64b6d012b1b7f9cb22f0642ea72df88a.jpg
embeddings_train_data\topwear\anchor\03ba4b11c1f361c79c855875a468611b.jpg,embeddings_train_data\topwear\positive\ff9a0eafe1d85b6b79ddd9fc138fc6c1.jpg,embeddings_train_data\topwear\positive\c5183836af8f728b6270962ab099ace2.jpg
embeddings_train_data\topwear\anchor\2ee6cc6219a5fd3e89c97415317796a3.jpg,embeddings_train_data\topwear\positive\7ac757aded67159c2972236e519b1881.jpg,embeddings_train_data\topwear\positive\831ad22af87db448f3dc768d3b9dcfc4.jpg
embeddings_train_data\topwear\anchor\56d02a2757ea61656af8de5f0a4ef096.jpg,embeddings_train_data\topwear\positive\a36531c61f6d556ba72a38a2c5b7daee.jpg,embeddings_train_data\topwear\positive\2c2e2d57f943b44e0709bdfbe671bd7f.jpg
embeddings_train_data\topwear\anchor\5575e05914ec602b0b2c5e6a3f3b66f6.jpg,embeddings_train_data\topwear\positive\3b0fbcbba231729b059f14ffa284b011.jpg,embeddings_train_data\topwear\positive\07caf10790063b6489e26024d1c69069.jpg
embeddings_train_data\topwear\anchor\eba65772d276af44c89066adb3af58ba.jpg,embeddings_train_data\topwear\positive\c1f67d197ec6c8fd18b7990d6d7d405c.jpg,embeddings_train_data\topwear\positive\77a338b060f780a096cdc58133efd631.jpg
embeddings_train_data\topwear\anchor\f87447945f74190b80383cc8bcbf72f8.jpg,embeddings_train_data\topwear\positive\00b4c1ef4a35acb81bae7aeeb382803e.jpg,embeddings_train_data\topwear\positive\197362f515964328d73b8faa14e2002a.jpg
embeddings_train_data\topwear\anchor\ce417bf1164d588290e9b1d16d8ad7e3.jpg,embeddings_train_data\topwear\positive\9936052fb15d371613a52d4275e252b7.jpg,embeddings_train_data\topwear\positive\e572e1577e35677501dc45f79fb59083.jpg
embeddings_train_data\topwear\anchor\54494cf2d950277f5287c273a1776ff4.jpg,embeddings_train_data\topwear\positive\48e7cffa83957ac031bbac49b1260442.jpg,embeddings_train_data\topwear\positive\0c1c7421ac73b389a74e8f7e9d2e1bf2.jpg
embeddings_train_data\topwear\anchor\f43043d2d31080486704713aed5c6947.jpg,embeddings_train_data\topwear\positive\c9cbdf179a3e4b089bc03e5855ca7e09.jpg,embeddings_train_data\topwear\positive\31d6bd9c09f66481b33b71cec96c7b7f.jpg
embeddings_train_data\topwear\anchor\0e4db31613f3358369aa2e983340406e.jpg,embeddings_train_data\topwear\positive\53ff8dbc169252d1f9e969ce6f696752.jpg,embeddings_train_data\topwear\positive\3d8ffc1adc4cd7336fbeda2b3855c361.jpg
embeddings_train_data\topwear\anchor\b32e10498fd201d21f77cee6c8dd6766.jpg,embeddings_train_data\topwear\positive\5056e2de6362fcfa9462026265934868.jpg,embeddings_train_data\topwear\positive\5c0c627b7c466d4b049cb09f14da3942.jpg
embeddings_train_data\topwear\anchor\341c50cd8d0e48ff7c3f100eb47e65f9.jpg,embeddings_train_data\topwear\positive\72dbda4915877cf4a793406a9c94affa.jpg,embeddings_train_data\topwear\positive\3b72534e5d19d299cdfcc226c104677d.jpg
embeddings_train_data\topwear\anchor\9735c885eaf5253263e4d98e9ffd93cd.jpg,embeddings_train_data\topwear\positive\b722be601ead55cc2ce8f444bd06b9d7.jpg,embeddings_train_data\topwear\positive\38557a0f41a5b193e0a153eaf5b3e176.jpg
embeddings_train_data\topwear\anchor\ffd9711101d1d14229e3e467d19a204f.jpg,embeddings_train_data\topwear\positive\9209909c06885c77d308e8f05bd0789b.jpg,embeddings_train_data\topwear\positive\526bd144f333046d1b04b5f2c84a47da.jpg
embeddings_train_data\topwear\anchor\22fbe9176684beffb18c799406870259.jpg,embeddings_train_data\topwear\positive\83b022d1d196d632d3e244b7e7cf983d.jpg,embeddings_train_data\topwear\positive\1f506ef3373d33c02db115e17bcdf61d.jpg
embeddings_train_data\topwear\anchor\42ded1188980f834f969c16f166ae561.jpg,embeddings_train_data\topwear\positive\72eaca775f2043dad2782e70c40bf3c7.jpg,embeddings_train_data\topwear\positive\5419c93a30731b38e2cb03d28dd95c6c.jpg
embeddings_train_data\topwear\anchor\2057cc1f2a8b38c0ee41088f3f1170f7.jpg,embeddings_train_data\topwear\positive\2b0cf19be1fb55ea02ba2cfbd37b653b.jpg,embeddings_train_data\topwear\positive\bf57390b5388cd547f90c37ff1090806.jpg
embeddings_train_data\topwear\anchor\2393e8be7ff6100d9521c0c87894daa1.jpg,embeddings_train_data\topwear\positive\22bdb824563378173881fdbb5e5a2777.jpg,embeddings_train_data\topwear\positive\a66f195515c7038d54a8d5992da698c7.jpg
embeddings_train_data\topwear\anchor\2ec87a972d932c006391822e8aa216a8.jpg,embeddings_train_data\topwear\positive\42f0f44ff47ccb15a745f450a6de5bdc.jpg,embeddings_train_data\topwear\positive\50b03c6c5afc223582929ecdc800c15d.jpg
embeddings_train_data\topwear\anchor\eeba5a3292c7121f72f3154c4ab250b0.jpg,embeddings_train_data\topwear\positive\c618ba44c9bbc96b2bed3251a4edf51c.jpg,embeddings_train_data\topwear\positive\add28dcca83b1d041cb7e82c17e989ba.jpg
embeddings_train_data\topwear\anchor\debb0e81628f854cb37fde1cf2d19af3.jpg,embeddings_train_data\topwear\positive\9f87bd241110c6a6836c8d2ec4d1d0ab.jpg,embeddings_train_data\topwear\positive\0dd6c282ebbcaae230e7470d49911e44.jpg
embeddings_train_data\topwear\anchor\9c9749955c7764fef8c4cdca93465845.jpg,embeddings_train_data\topwear\positive\62195ccf4a01b82685ab1d9190433aba.jpg,embeddings_train_data\topwear\positive\0baa604dc41fbec6c9da4e34035c47d2.jpg
embeddings_train_data\topwear\anchor\21ff2d8a1167186b7c969ec7646d67bd.jpg,embeddings_train_data\topwear\positive\331deb8fc91f409c6e0ff635d694caff.jpg,embeddings_train_data\topwear\positive\34f4c32ddd61253e562765e74feff83b.jpg
embeddings_train_data\topwear\anchor\ffda9f60d410d35f1c689e3baaac0317.jpg,embeddings_train_data\topwear\positive\502f008014c17543ebfeaac5936e1fb6.jpg,embeddings_train_data\topwear\positive\2ae8bb70af6754129aeee8705c1b4e30.jpg
embeddings_train_data\topwear\anchor\3d5f72aeaef9682da427b3053b5a552f.jpg,embeddings_train_data\topwear\positive\a3b646b460bb2bba20b3f564178d3796.jpg,embeddings_train_data\topwear\positive\2ac4ca30500f71479b7a75b5dca9e980.jpg
embeddings_train_data\topwear\anchor\17bd8865cf9ea08479092f50af1f18d1.jpg,embeddings_train_data\topwear\positive\2ac2a553194f9cb95432982e4c6b600f.jpg,embeddings_train_data\topwear\positive\1e390b1bcb70301285096068ccb8b1ac.jpg
embeddings_train_data\topwear\anchor\41ee95c0abd8a9577802e7bb7d04757b.jpg,embeddings_train_data\topwear\positive\7208082090fd5124135f945c9266cb51.jpg,embeddings_train_data\topwear\positive\791952c061140afa9c237d2f1cd6903c.jpg
embeddings_train_data\topwear\anchor\838fa8a3b1e401b291c3394b688956de.jpg,embeddings_train_data\topwear\positive\a94fa55058f3eac8b780e708a0e39c5a.jpg,embeddings_train_data\topwear\positive\b270ca73c868025006bd0cf29b46cd37.jpg
embeddings_train_data\topwear\anchor\ea7ce6ac311768c5339741477763e7ff.jpg,embeddings_train_data\topwear\positive\9b6c4bdc6704df60b74b16639d1e4a5a.jpg,embeddings_train_data\topwear\positive\8b04fcd317f22e85140d793e48d7d019.jpg
embeddings_train_data\topwear\anchor\9d2702859ec4ffb51a496b4338159896.jpg,embeddings_train_data\topwear\positive\bf885d196431973840dc49d408360e63.jpg,embeddings_train_data\topwear\positive\2ced0df40796150631f8ba2987cdcdbd.jpg
embeddings_train_data\topwear\anchor\f8dd5013b10b645e732f603101a16b30.jpg,embeddings_train_data\topwear\positive\13e4810153a751c282f7a88bbf7e96a0.jpg,embeddings_train_data\topwear\positive\9cbdc59c111423ad671fe9186b79acd7.jpg
embeddings_train_data\topwear\anchor\386bf7a2458ab8963c221712b70058ad.jpg,embeddings_train_data\topwear\positive\1e2312f7dc7daccdfa9c44f1d98126ad.jpg,embeddings_train_data\topwear\positive\bb3abe0338e02aa13a39d6dff89a56bf.jpg
embeddings_train_data\topwear\anchor\ce0c258372bd37b88887fc8e064af3ed.jpg,embeddings_train_data\topwear\positive\c42ce0e9d23e60afbe325eda709d2b13.jpg,embeddings_train_data\topwear\positive\a952c2254467442fa3271adbccc1898d.jpg
embeddings_train_data\topwear\anchor\7d52dee25f1dfbb12d89db97816c83e7.jpg,embeddings_train_data\topwear\positive\a1725bf711e15377f40595ebd2d31884.jpg,embeddings_train_data\topwear\positive\c1f67d197ec6c8fd18b7990d6d7d405c.jpg
embeddings_train_data\topwear\anchor\fe818687c22a1c3c91162d15c487f4c6.jpg,embeddings_train_data\topwear\positive\3eade65c9c3f25194fbb62bea4165ac9.jpg,embeddings_train_data\topwear\positive\7f42fb8f21b36f04f3fac58462c94776.jpg
embeddings_train_data\topwear\anchor\f3b2162da0e12aca8dfc84e576527827.jpg,embeddings_train_data\topwear\positive\f747495e44a8d67f66737dae791cb0c7.jpg,embeddings_train_data\topwear\positive\15bb9e509ca22ddcc03bdfaf9beb0687.jpg
embeddings_train_data\topwear\anchor\3be0d6cd9c42e661b721ad84e5da0474.jpg,embeddings_train_data\topwear\positive\de2522ead803a543cc1e6ea4047f7c50.jpg,embeddings_train_data\topwear\positive\ff5b6cdec2f4b69ec599807b33fa376a.jpg
embeddings_train_data\topwear\anchor\9e5a3c7e8a3d811ec38d186b01e8c9c6.jpg,embeddings_train_data\topwear\positive\33039cd105a72036a5eb9062658dbb62.jpg,embeddings_train_data\topwear\positive\c6b5cb604f116fb692b34c16973e6f5b.jpg
embeddings_train_data\topwear\anchor\24ea88d5824bfb1016eacd33321ddca3.jpg,embeddings_train_data\topwear\positive\7bb4cfd67a8d52d8e3552f17df61bc9c.jpg,embeddings_train_data\topwear\positive\8f528d51052662ec01e1dfb7ed49449c.jpg
embeddings_train_data\topwear\anchor\2d59192f28d648f1f0eb6c22185f3d86.jpg,embeddings_train_data\topwear\positive\a478572a3d468f037e6bc9f2f334b5cd.jpg,embeddings_train_data\topwear\positive\e5774deca3d53d4d48ee1fb219f962c5.jpg
embeddings_train_data\topwear\anchor\369ebd1cb600eeb48c40963b40a563c5.jpg,embeddings_train_data\topwear\positive\592510518cd2a30f24e483e66ad2de07.jpg,embeddings_train_data\topwear\positive\e72176dfddf7c3cdbd1434b7d0d2ccd4.jpg
embeddings_train_data\topwear\anchor\2abb9aaebe0417a548aa5ea0ab256a89.jpg,embeddings_train_data\topwear\positive\19f765072d83df21bf7003746436c020.jpg,embeddings_train_data\topwear\positive\aff342d927396cfbc4924abfb5d002e7.jpg
embeddings_train_data\topwear\anchor\d30802400312ad0e1e8e056d4e8e3966.jpg,embeddings_train_data\topwear\positive\6d4c420be6e9a01efb9e6b58c36f9d16.jpg,embeddings_train_data\topwear\positive\b089c78bdd1812c8150757d46d857fa6.jpg
embeddings_train_data\topwear\anchor\fc0774eb99b35cdf8efbc3aea9ea4e9c.jpg,embeddings_train_data\topwear\positive\b41c6af902c9bb048f987e50d412cc00.jpg,embeddings_train_data\topwear\positive\9e746bd2288eb6fbf155c2863ac16709.jpg
embeddings_train_data\topwear\anchor\8e22fd03e3d2e6f2d7fc165c09f82e5c.jpg,embeddings_train_data\topwear\positive\65c25ac175da33fd12954f6baf4c32e3.jpg,embeddings_train_data\topwear\positive\91981e7b38066aad43028e05beb30b2e.jpg
embeddings_train_data\topwear\anchor\7985ecc2ca6a879fee11969c55f8d67c.jpg,embeddings_train_data\topwear\positive\f7b04ee86f62ba77c155e14f45ad98d2.jpg,embeddings_train_data\topwear\positive\bc7adcb0a758f2b6838cba691d9af468.jpg
